"OSM_ID","LONGITUDE","LATITUDE","ALTITUDE"
144552912,9.3498486,56.7408757,17.0527715677876
144552912,9.3501884,56.7406785,17.614840244389
144552912,9.3505485,56.7405445,18.08353563951
144552912,9.3508058,56.7404845,18.2794652530352
144552912,9.3510534,56.7404863,18.4229736146099
144552912,9.3514747,56.7405022,19.1248885940143
144552912,9.3521273,56.7405585,19.5905926656897
144552912,9.3524201,56.7405974,19.6217636955693
144552912,9.3525839,56.740629,19.6599309194984
144552912,9.3527255,56.7406626,19.4906695590218
144552912,9.3530759,56.7408002,19.2302682047961
144552912,9.353404,56.7409042,18.2332801889404
144552912,9.3537287,56.7409995,17.6008423536018
144552912,9.354179,56.7410594,17.6443793914607
144552912,9.354581,56.7411511,18.3974824566501
144552912,9.3547868,56.7412058,18.8645551315113
144552912,9.3551147,56.7412693,18.2477297711073
144552912,9.3553365,56.7412905,18.0201293139063
144552912,9.355581,56.7412975,18.322544090848
42991631,8.5856624,57.0106364,32.0776406065856
42991631,8.5851822,57.0099725,28.7124475240045
42991631,8.5834239,57.0089128,24.6677705239323
42991631,8.5831331,57.0085517,21.8182258426915
42991631,8.5825621,57.0078424,17.1420810538272
42991631,8.5825197,57.0077898,17.0386143661186
42991631,8.5818832,57.0069995,14.2774772802595
42991631,8.5812759,57.0062707,14.0725075106701
42991632,8.5617847,57.0231006,22.4186816034265
42991632,8.5610765,57.0227781,20.5446704937569
42991632,8.560503,57.0228637,23.5659512030544
42991632,8.5595327,57.0230085,23.0573080298429
42991634,8.5052981,57.0427326,9.32131212369931
42991635,8.5053563,57.045265,7.94532185752113
42991635,8.5038165,57.0452699,6.83530187642383
42991636,8.5038165,57.0452699,7.03679520220392
42991637,8.5058627,57.0443316,8.86855661728298
42991637,8.5064511,57.0444156,8.64494033735751
42991637,8.5066534,57.0444345,8.67728146077494
42991637,8.5069191,57.0444476,8.85557095466886
42991637,8.5070322,57.0444408,8.64129891212652
42991637,8.5071685,57.0444222,8.86674502574767
42991637,8.5073621,57.0443894,8.87524493140629
42991637,8.5075176,57.0443477,8.86100979268057
42991637,8.5076101,57.0443768,8.83660225606989
42991637,8.5076473,57.0444173,9.02774983708842
42991637,8.5076518,57.0445107,8.83686338244635
42991638,8.5075176,57.0443477,8.94035654760952
42991638,8.5075775,57.0443127,8.86600806296797
42991638,8.5076333,57.0442689,8.95472907976584
42991638,8.507658,57.044215,9.10137619707346
42991638,8.5076612,57.0441594,9.1781947041122
42991638,8.5077825,57.0434855,9.62741329903697
42991638,8.5078162,57.0434553,9.43527861619816
42991641,8.5109209,57.0415404,11.4414194108302
42991642,8.5105537,57.0412931,11.2311566644115
42991643,8.5104987,57.0407147,11.5900024653866
42991643,8.5108529,57.0405045,11.2561389202042
42991644,8.5090345,57.0402727,11.3928529097858
42991644,8.5093407,57.0400268,11.8330903850766
42991644,8.5103032,57.0398273,11.2935744515487
42991644,8.5120992,57.0395103,12.1752508454484
42991644,8.5135412,57.0392283,12.1144188343058
42991644,8.5138592,57.0391655,12.0654010333057
42991644,8.5147731,57.0389894,12.7455323302231
42991645,8.5138592,57.0391655,12.4027383684211
42991646,8.5135412,57.0392283,12.4766383272515
42991646,8.5135308,57.039077,12.1452797789523
42991646,8.5133852,57.0388947,12.1555610604351
42991646,8.5128028,57.0385506,12.1286080894312
42991646,8.5126942,57.038338,12.0164841975647
42991646,8.5125974,57.0381735,12.4015926905886
125829151,9.9801245,56.6303015,54.080619689832
125829151,9.982581,56.6305181,52.5221259904219
125829151,9.9867007,56.6312617,52.847693791381
125829151,9.9930909,56.6332391,61.9381590637599
125829151,9.9934128,56.6333452,61.8685866219461
125829151,9.9953483,56.633563,66.8115309840631
125829151,9.9959662,56.6336758,68.4189999980709
125829151,9.9971721,56.6339171,72.3720785022629
125829151,9.9977471,56.6340534,74.5812344659107
125829151,9.9987815,56.6342829,78.5261752695317
125829151,9.999189,56.6342829,79.2131994929242
125829151,9.99979,56.6342356,80.2769978237663
125829151,10.0000475,56.6340941,81.2659405393379
125829152,9.9928806,56.634814,79.1207965616621
125829152,9.9931595,56.6347078,78.8042366565701
125829152,9.9933096,56.6345307,78.1653204943944
125829152,9.9938677,56.6341767,74.8966758748529
125829152,9.9945973,56.6338817,71.109130006728
125829152,9.9952796,56.6336639,67.818999738671
42991649,8.5040581,57.0349732,13.7481809380079
42991649,8.504651,57.0347101,14.9806252121265
42991649,8.5050406,57.034391,14.3284111650142
42991649,8.505441,57.0341125,13.7831933749267
42991649,8.5058769,57.0340657,14.0476118398403
42991649,8.506144,57.0341627,14.3057885651584
42991650,8.5047652,57.0361494,13.4757089525423
42991650,8.5054694,57.0358438,12.4306091469963
42991650,8.506267,57.035632,12.5430525958887
42991650,8.5059781,57.0352725,13.2018671640358
42991651,8.506267,57.035632,12.5309120168349
42991651,8.507655,57.0353607,12.8027541195721
42991651,8.5078432,57.035027,13.0867594740065
42991652,8.507655,57.0353607,12.6226585064282
42991652,8.5079715,57.0354688,12.5902767994338
42991653,8.5095782,57.0384223,12.2677568225311
42991654,8.5034799,57.034004,14.0036109750103
42991654,8.5031724,57.0340392,13.8103425416741
42991654,8.5022901,57.0342288,13.310683636033
42991655,8.5031724,57.0340392,14.0166415938445
42991656,8.5001263,57.0330286,13.9253334372888
42991656,8.4964619,57.0337013,13.3239492744799
42991656,8.4956918,57.0338587,13.2413417885443
42991656,8.4937439,57.0346384,12.7305861857413
42991656,8.4928182,57.0349844,12.3336302413889
42991656,8.4924457,57.0350524,12.6257229409692
42991658,8.493561,57.0383121,10.1410884171822
42991658,8.4945638,57.038257,11.0700446875012
42991658,8.4950533,57.0382219,10.9986611668557
